Using device: cuda
Train chunks: 80
Val chunks: 10
Test chunks: 10

Using FROBENIUS NORMALIZATION

============================================================
Training MLP Wide (v17 - Frobenius normalized)
Parameters: 5,288,352
Batch size: 64
============================================================

  chunk 49 final batch loss = 0.815131
  chunk 50 final batch loss = 0.741808
  chunk 51 final batch loss = 0.345462
  chunk 52 final batch loss = 0.263748
  chunk 53 final batch loss = 0.559977
  chunk 54 final batch loss = 0.424315
  chunk 55 final batch loss = 0.272501
  chunk 56 final batch loss = 0.723601
  chunk 57 final batch loss = 0.783210
  chunk 58 final batch loss = 0.720565
  chunk 59 final batch loss = 0.296005
  chunk 60 final batch loss = 0.687157
  chunk 61 final batch loss = 0.317005
  chunk 62 final batch loss = 0.336157
  chunk 63 final batch loss = 0.793350
  chunk 64 final batch loss = 0.798430
  chunk 65 final batch loss = 0.385253
  chunk 66 final batch loss = 0.714195
  chunk 67 final batch loss = 0.796822
  chunk 68 final batch loss = 0.492694
  chunk 69 final batch loss = 0.695295
  chunk 70 final batch loss = 0.273840
  chunk 71 final batch loss = 0.711674
  chunk 72 final batch loss = 0.749881
  chunk 73 final batch loss = 0.454181
  chunk 74 final batch loss = 0.579926
  chunk 75 final batch loss = 0.277190
  chunk 76 final batch loss = 0.239741
  chunk 77 final batch loss = 0.485883
  chunk 78 final batch loss = 0.808427
  chunk 79 final batch loss = 0.679052
Validation loss: 0.499436
Saved BEST checkpoint
Epoch 10
  chunk 0 final batch loss = 0.808681
  chunk 1 final batch loss = 0.804321
  chunk 2 final batch loss = 0.477902
  chunk 3 final batch loss = 0.337717
  chunk 4 final batch loss = 0.775404
  chunk 5 final batch loss = 0.523749
  chunk 6 final batch loss = 0.289970
  chunk 7 final batch loss = 0.423080
  chunk 8 final batch loss = 0.405483
  chunk 9 final batch loss = 0.690289
  chunk 10 final batch loss = 0.446189
  chunk 11 final batch loss = 0.822284
  chunk 12 final batch loss = 0.773647
  chunk 13 final batch loss = 0.732003
  chunk 14 final batch loss = 0.476732
  chunk 15 final batch loss = 0.311092
  chunk 16 final batch loss = 0.317676
  chunk 17 final batch loss = 0.498225
  chunk 18 final batch loss = 0.678267
  chunk 19 final batch loss = 0.306542
  chunk 20 final batch loss = 0.802540
  chunk 21 final batch loss = 0.685788
  chunk 22 final batch loss = 0.802696
  chunk 23 final batch loss = 0.728993
  chunk 24 final batch loss = 0.800486
  chunk 25 final batch loss = 0.334569
  chunk 26 final batch loss = 0.793923
  chunk 27 final batch loss = 0.253994
  chunk 28 final batch loss = 0.268018
  chunk 29 final batch loss = 0.805279
  chunk 30 final batch loss = 0.323490
  chunk 31 final batch loss = 0.322165
  chunk 32 final batch loss = 0.773629
  chunk 33 final batch loss = 0.268070
  chunk 34 final batch loss = 0.434960
  chunk 35 final batch loss = 0.809673
  chunk 36 final batch loss = 0.730234
  chunk 37 final batch loss = 0.560549
  chunk 38 final batch loss = 0.305170
  chunk 39 final batch loss = 0.826300
  chunk 40 final batch loss = 0.295214
  chunk 41 final batch loss = 0.718341
  chunk 42 final batch loss = 0.311520
  chunk 43 final batch loss = 0.796319
  chunk 44 final batch loss = 0.357828
  chunk 45 final batch loss = 0.752260
  chunk 46 final batch loss = 0.280410
  chunk 47 final batch loss = 0.279716
  chunk 48 final batch loss = 0.338042
  chunk 49 final batch loss = 0.783629
  chunk 50 final batch loss = 0.713503
  chunk 51 final batch loss = 0.333364
  chunk 52 final batch loss = 0.248270
  chunk 53 final batch loss = 0.553099
  chunk 54 final batch loss = 0.375382
  chunk 55 final batch loss = 0.300700
  chunk 56 final batch loss = 0.739254
  chunk 57 final batch loss = 0.776486
  chunk 58 final batch loss = 0.625741
  chunk 59 final batch loss = 0.300404
  chunk 60 final batch loss = 0.647163
  chunk 61 final batch loss = 0.325699
  chunk 62 final batch loss = 0.348816
  chunk 63 final batch loss = 0.780847
  chunk 64 final batch loss = 0.788229
  chunk 65 final batch loss = 0.380478
  chunk 66 final batch loss = 0.679459
  chunk 67 final batch loss = 0.810621
  chunk 68 final batch loss = 0.479117
  chunk 69 final batch loss = 0.707356
  chunk 70 final batch loss = 0.274522
  chunk 71 final batch loss = 0.681098
  chunk 72 final batch loss = 0.729972
  chunk 73 final batch loss = 0.446845
  chunk 74 final batch loss = 0.557241
  chunk 75 final batch loss = 0.278058
  chunk 76 final batch loss = 0.257815
  chunk 77 final batch loss = 0.423385
  chunk 78 final batch loss = 0.811772
  chunk 79 final batch loss = 0.664656
Validation loss: 0.492716
Saved BEST checkpoint
Epoch 11
  chunk 0 final batch loss = 0.803989
  chunk 1 final batch loss = 0.792951
  chunk 2 final batch loss = 0.455921
  chunk 3 final batch loss = 0.335106
  chunk 4 final batch loss = 0.787028
  chunk 5 final batch loss = 0.615209
  chunk 6 final batch loss = 0.268692
  chunk 7 final batch loss = 0.466313
  chunk 8 final batch loss = 0.395315
  chunk 9 final batch loss = 0.662004
  chunk 10 final batch loss = 0.487134
  chunk 11 final batch loss = 0.818790
  chunk 12 final batch loss = 0.764002
  chunk 13 final batch loss = 0.728672
  chunk 14 final batch loss = 0.454250
  chunk 15 final batch loss = 0.319607
  chunk 16 final batch loss = 0.327010
  chunk 17 final batch loss = 0.468980
  chunk 18 final batch loss = 0.665960
  chunk 19 final batch loss = 0.275566
  chunk 20 final batch loss = 0.814247
  chunk 21 final batch loss = 0.702605
  chunk 22 final batch loss = 0.784512
  chunk 23 final batch loss = 0.711442
  chunk 24 final batch loss = 0.802023
  chunk 25 final batch loss = 0.334253
  chunk 26 final batch loss = 0.812058
  chunk 27 final batch loss = 0.253571
  chunk 28 final batch loss = 0.260360
  chunk 29 final batch loss = 0.822070
  chunk 30 final batch loss = 0.347862
  chunk 31 final batch loss = 0.319791
  chunk 32 final batch loss = 0.715925
  chunk 33 final batch loss = 0.273275
  chunk 34 final batch loss = 0.434733
  chunk 35 final batch loss = 0.807361
  chunk 36 final batch loss = 0.737299
  chunk 37 final batch loss = 0.550200
  chunk 38 final batch loss = 0.264077
  chunk 39 final batch loss = 0.828744
  chunk 40 final batch loss = 0.296088
  chunk 41 final batch loss = 0.695232
  chunk 42 final batch loss = 0.271897
  chunk 43 final batch loss = 0.808780
  chunk 44 final batch loss = 0.362814
  chunk 45 final batch loss = 0.763404
  chunk 46 final batch loss = 0.268865
  chunk 47 final batch loss = 0.262082
  chunk 48 final batch loss = 0.342268
  chunk 49 final batch loss = 0.787851
  chunk 50 final batch loss = 0.664675
  chunk 51 final batch loss = 0.312446
  chunk 52 final batch loss = 0.269354
  chunk 53 final batch loss = 0.515494
  chunk 54 final batch loss = 0.364706
  chunk 55 final batch loss = 0.305403
  chunk 56 final batch loss = 0.747493
  chunk 57 final batch loss = 0.753706
  chunk 58 final batch loss = 0.691065
  chunk 59 final batch loss = 0.283396
  chunk 60 final batch loss = 0.696317
  chunk 61 final batch loss = 0.346506
  chunk 62 final batch loss = 0.304587
  chunk 63 final batch loss = 0.785391
  chunk 64 final batch loss = 0.791641
  chunk 65 final batch loss = 0.389281
  chunk 66 final batch loss = 0.673548
  chunk 67 final batch loss = 0.803630
  chunk 68 final batch loss = 0.425553
  chunk 69 final batch loss = 0.663112
  chunk 70 final batch loss = 0.254896
  chunk 71 final batch loss = 0.712219
  chunk 72 final batch loss = 0.727002
  chunk 73 final batch loss = 0.396809
  chunk 74 final batch loss = 0.522865
  chunk 75 final batch loss = 0.279480
  chunk 76 final batch loss = 0.233285
  chunk 77 final batch loss = 0.467201
  chunk 78 final batch loss = 0.811627
  chunk 79 final batch loss = 0.626788
Validation loss: 0.488437
Saved BEST checkpoint
Epoch 12
  chunk 0 final batch loss = 0.800620
  chunk 1 final batch loss = 0.795991
  chunk 2 final batch loss = 0.494823
  chunk 3 final batch loss = 0.323393
  chunk 4 final batch loss = 0.786639
  chunk 5 final batch loss = 0.564269
  chunk 6 final batch loss = 0.269283
  chunk 7 final batch loss = 0.450140
  chunk 8 final batch loss = 0.363943
  chunk 9 final batch loss = 0.660734
  chunk 10 final batch loss = 0.431769
  chunk 11 final batch loss = 0.815447
  chunk 12 final batch loss = 0.721250
  chunk 13 final batch loss = 0.760396
  chunk 14 final batch loss = 0.412934
  chunk 15 final batch loss = 0.306780
  chunk 16 final batch loss = 0.346411
  chunk 17 final batch loss = 0.448956
  chunk 18 final batch loss = 0.688520
  chunk 19 final batch loss = 0.278761
  chunk 20 final batch loss = 0.800966
  chunk 21 final batch loss = 0.679959
  chunk 22 final batch loss = 0.822577
  chunk 23 final batch loss = 0.703157
  chunk 24 final batch loss = 0.802838
  chunk 25 final batch loss = 0.319833
  chunk 26 final batch loss = 0.781573
  chunk 27 final batch loss = 0.250014
  chunk 28 final batch loss = 0.258834
  chunk 29 final batch loss = 0.818017
  chunk 30 final batch loss = 0.308867
  chunk 31 final batch loss = 0.314803
  chunk 32 final batch loss = 0.732120
  chunk 33 final batch loss = 0.264682
  chunk 34 final batch loss = 0.468795
  chunk 35 final batch loss = 0.800939
  chunk 36 final batch loss = 0.721624
  chunk 37 final batch loss = 0.539400
  chunk 38 final batch loss = 0.256587
  chunk 39 final batch loss = 0.825394
  chunk 40 final batch loss = 0.266407
  chunk 41 final batch loss = 0.661599
  chunk 42 final batch loss = 0.320941
  chunk 43 final batch loss = 0.806837
  chunk 44 final batch loss = 0.388426
  chunk 45 final batch loss = 0.760769
  chunk 46 final batch loss = 0.289129
  chunk 47 final batch loss = 0.281291
  chunk 48 final batch loss = 0.307608
  chunk 49 final batch loss = 0.833912
  chunk 50 final batch loss = 0.716626
  chunk 51 final batch loss = 0.318018
  chunk 52 final batch loss = 0.260919
  chunk 53 final batch loss = 0.535065
  chunk 54 final batch loss = 0.389038
  chunk 55 final batch loss = 0.309810
  chunk 56 final batch loss = 0.752530
  chunk 57 final batch loss = 0.743644
  chunk 58 final batch loss = 0.703918
  chunk 59 final batch loss = 0.283784
  chunk 60 final batch loss = 0.695614
  chunk 61 final batch loss = 0.351401
  chunk 62 final batch loss = 0.348395
  chunk 63 final batch loss = 0.747144
  chunk 64 final batch loss = 0.787081
  chunk 65 final batch loss = 0.371485
  chunk 66 final batch loss = 0.679391
  chunk 67 final batch loss = 0.794838
  chunk 68 final batch loss = 0.471243
  chunk 69 final batch loss = 0.659527
  chunk 70 final batch loss = 0.267120
  chunk 71 final batch loss = 0.698925
  chunk 72 final batch loss = 0.739001
  chunk 73 final batch loss = 0.433515
  chunk 74 final batch loss = 0.555403
  chunk 75 final batch loss = 0.277441
  chunk 76 final batch loss = 0.258556
  chunk 77 final batch loss = 0.407864
  chunk 78 final batch loss = 0.798720
  chunk 79 final batch loss = 0.597885
Validation loss: 0.482589
Saved BEST checkpoint
Epoch 13
  chunk 0 final batch loss = 0.796062
  chunk 1 final batch loss = 0.799772
  chunk 2 final batch loss = 0.452263
  chunk 3 final batch loss = 0.325160
  chunk 4 final batch loss = 0.771087
  chunk 5 final batch loss = 0.551525
  chunk 6 final batch loss = 0.222734
  chunk 7 final batch loss = 0.452979
  chunk 8 final batch loss = 0.379991
  chunk 9 final batch loss = 0.635989
  chunk 10 final batch loss = 0.444200
  chunk 11 final batch loss = 0.828680
  chunk 12 final batch loss = 0.717519
  chunk 13 final batch loss = 0.726844
  chunk 14 final batch loss = 0.415258
  chunk 15 final batch loss = 0.318705
  chunk 16 final batch loss = 0.314321
  chunk 17 final batch loss = 0.465620
  chunk 18 final batch loss = 0.654467
  chunk 19 final batch loss = 0.297371
  chunk 20 final batch loss = 0.808089
  chunk 21 final batch loss = 0.664611
  chunk 22 final batch loss = 0.820909
  chunk 23 final batch loss = 0.712125
  chunk 24 final batch loss = 0.813974
  chunk 25 final batch loss = 0.330522
  chunk 26 final batch loss = 0.792469
  chunk 27 final batch loss = 0.256941
  chunk 28 final batch loss = 0.282106
  chunk 29 final batch loss = 0.805544
  chunk 30 final batch loss = 0.329610
  chunk 31 final batch loss = 0.301548
  chunk 32 final batch loss = 0.693839
  chunk 33 final batch loss = 0.276253
  chunk 34 final batch loss = 0.437486
  chunk 35 final batch loss = 0.802108
  chunk 36 final batch loss = 0.719111
  chunk 37 final batch loss = 0.550357
  chunk 38 final batch loss = 0.274764
  chunk 39 final batch loss = 0.819812
  chunk 40 final batch loss = 0.298003
  chunk 41 final batch loss = 0.663381
  chunk 42 final batch loss = 0.282461
  chunk 43 final batch loss = 0.798922
  chunk 44 final batch loss = 0.382902
  chunk 45 final batch loss = 0.781797
  chunk 46 final batch loss = 0.247917
  chunk 47 final batch loss = 0.238245
  chunk 48 final batch loss = 0.317078
  chunk 49 final batch loss = 0.814155
  chunk 50 final batch loss = 0.713699
  chunk 51 final batch loss = 0.357257
  chunk 52 final batch loss = 0.254975
  chunk 53 final batch loss = 0.515590
  chunk 54 final batch loss = 0.378666
  chunk 55 final batch loss = 0.312932
  chunk 56 final batch loss = 0.724018
  chunk 57 final batch loss = 0.784013
  chunk 58 final batch loss = 0.690336
  chunk 59 final batch loss = 0.277527
  chunk 60 final batch loss = 0.669746
  chunk 61 final batch loss = 0.314699
  chunk 62 final batch loss = 0.290757
  chunk 63 final batch loss = 0.795312
  chunk 64 final batch loss = 0.796774
  chunk 65 final batch loss = 0.372235
  chunk 66 final batch loss = 0.641641
  chunk 67 final batch loss = 0.820001
  chunk 68 final batch loss = 0.476402
  chunk 69 final batch loss = 0.643807
  chunk 70 final batch loss = 0.266115
  chunk 71 final batch loss = 0.643737
  chunk 72 final batch loss = 0.742432
  chunk 73 final batch loss = 0.442832
  chunk 74 final batch loss = 0.508200
  chunk 75 final batch loss = 0.276997
  chunk 76 final batch loss = 0.240191
  chunk 77 final batch loss = 0.483450
  chunk 78 final batch loss = 0.807988
  chunk 79 final batch loss = 0.650178
Validation loss: 0.483890
No improvement for 1 epochs
Epoch 14
  chunk 0 final batch loss = 0.812691
  chunk 1 final batch loss = 0.794477
  chunk 2 final batch loss = 0.428498
  chunk 3 final batch loss = 0.307609
  chunk 4 final batch loss = 0.753258
  chunk 5 final batch loss = 0.557246
  chunk 6 final batch loss = 0.259080
  chunk 7 final batch loss = 0.462804
  chunk 8 final batch loss = 0.376337
  chunk 9 final batch loss = 0.672576
  chunk 10 final batch loss = 0.465409
  chunk 11 final batch loss = 0.820499
  chunk 12 final batch loss = 0.746792
  chunk 13 final batch loss = 0.731043
  chunk 14 final batch loss = 0.481911
  chunk 15 final batch loss = 0.331362
  chunk 16 final batch loss = 0.302393
  chunk 17 final batch loss = 0.431038
  chunk 18 final batch loss = 0.631979
  chunk 19 final batch loss = 0.262727
  chunk 20 final batch loss = 0.813819
  chunk 21 final batch loss = 0.688352
  chunk 22 final batch loss = 0.805082
  chunk 23 final batch loss = 0.695505
  chunk 24 final batch loss = 0.809489
  chunk 25 final batch loss = 0.325636
  chunk 26 final batch loss = 0.788733
  chunk 27 final batch loss = 0.247390
  chunk 28 final batch loss = 0.268350
  chunk 29 final batch loss = 0.805426
  chunk 30 final batch loss = 0.340176
  chunk 31 final batch loss = 0.317263
  chunk 32 final batch loss = 0.739028
  chunk 33 final batch loss = 0.297823
  chunk 34 final batch loss = 0.432872
  chunk 35 final batch loss = 0.800978
  chunk 36 final batch loss = 0.732365
  chunk 37 final batch loss = 0.522142
  chunk 38 final batch loss = 0.262789
  chunk 39 final batch loss = 0.829785
  chunk 40 final batch loss = 0.274028
  chunk 41 final batch loss = 0.671344
  chunk 42 final batch loss = 0.280885
  chunk 43 final batch loss = 0.796361
  chunk 44 final batch loss = 0.379675
  chunk 45 final batch loss = 0.754554
  chunk 46 final batch loss = 0.276683
  chunk 47 final batch loss = 0.257221
  chunk 48 final batch loss = 0.322170
  chunk 49 final batch loss = 0.811106
  chunk 50 final batch loss = 0.658102
  chunk 51 final batch loss = 0.310448
  chunk 52 final batch loss = 0.276373
  chunk 53 final batch loss = 0.522094
  chunk 54 final batch loss = 0.376696
  chunk 55 final batch loss = 0.273226
  chunk 56 final batch loss = 0.754108
  chunk 57 final batch loss = 0.770814
  chunk 58 final batch loss = 0.664384
  chunk 59 final batch loss = 0.270240
  chunk 60 final batch loss = 0.711342
  chunk 61 final batch loss = 0.308639
  chunk 62 final batch loss = 0.311173
  chunk 63 final batch loss = 0.763530
  chunk 64 final batch loss = 0.798184
  chunk 65 final batch loss = 0.403022
  chunk 66 final batch loss = 0.650227
  chunk 67 final batch loss = 0.793978
  chunk 68 final batch loss = 0.435948
  chunk 69 final batch loss = 0.669019
  chunk 70 final batch loss = 0.256306
  chunk 71 final batch loss = 0.687655
  chunk 72 final batch loss = 0.741955
  chunk 73 final batch loss = 0.444083
  chunk 74 final batch loss = 0.596021
  chunk 75 final batch loss = 0.243863
  chunk 76 final batch loss = 0.245035
  chunk 77 final batch loss = 0.438416
  chunk 78 final batch loss = 0.797935
  chunk 79 final batch loss = 0.597236
Validation loss: 0.482937
No improvement for 2 epochs
Epoch 15
  chunk 0 final batch loss = 0.811320
  chunk 1 final batch loss = 0.794859
  chunk 2 final batch loss = 0.450451
  chunk 3 final batch loss = 0.320427
  chunk 4 final batch loss = 0.767788
  chunk 5 final batch loss = 0.554469
  chunk 6 final batch loss = 0.255792
  chunk 7 final batch loss = 0.397672
  chunk 8 final batch loss = 0.374974
  chunk 9 final batch loss = 0.639907
  chunk 10 final batch loss = 0.445090
  chunk 11 final batch loss = 0.822539
  chunk 12 final batch loss = 0.735885
  chunk 13 final batch loss = 0.738817
